g1freelunch,g1absent,g1readscore,g1mathscore,g1listeningscore,g1wordscore
0,2,558,538,592,536
0,3,514,542,584,524
1,1,451,474,538,460
1,2,438,441,512,446
1,7,503,538,580,486
1,2,469,488,536,436
1,9,441,454,519,441
1,1,477,493,538,465
1,11,524,557,592,524
1,6,544,510,548,536
0,7,519,535,541,524
1,1,540,545,574,524
1,9,462,495,543,441
0,0,505,549,541,551
0,8,524,553,618,551
1,24,447,486,536,431
0,10,540,549,571,536
0,7,651,653,645,601
1,0,524,584,601,536
1,5,564,532,574,577
0,2,651,562,634,601
1,6,521,510,580,493
0,4,558,592,571,551
1,8,466,470,509,470
0,2,544,557,565,536
1,12,548,510,546,524
0,3,540,584,556,577
0,1,579,529,574,601
1,9,530,553,536,577
1,15,439,451,514,446
0,5,540,592,634,536
1,11,503,470,554,514
0,5,651,627,645,601
0,4,629,601,634,577
0,7,590,592,611,551
0,2,505,502,543,514
1,26,456,500,543,465
1,32,444,436,526,446
0,7,651,592,660,601
1,25,501,553,601,493
1,31,472,515,556,475
0,4,540,538,580,514
1,21,451,497,548,451
1,4,651,549,606,601
0,17,590,612,606,577
0,11,629,601,601,577
0,7,505,542,568,506
0,0,480,532,556,475
1,2,474,451,519,486
0,12,651,627,660,601
1,1,451,500,580,426
1,3,448,488,524,451
1,8,540,507,538,577
0,5,477,490,534,460
0,1,553,532,543,551
0,4,521,545,580,514
1,9,474,500,546,470
0,11,501,553,611,506
0,11,629,612,645,577
1,19,425,454,514,421
0,6,571,545,618,524
1,16,480,470,517,481
0,0,527,500,577,514
1,11,421,486,551,426
0,6,629,572,568,577
1,0,472,526,548,456
1,16,485,535,592,460
1,2,460,458,534,441
1,0,433,433,517,416
1,21,448,463,501,451
0,7,480,500,588,499
1,2,519,545,551,524
1,6,483,510,551,486
0,3,604,578,574,577
0,4,553,557,625,551
0,7,478,495,526,475
0,5,579,553,596,551
0,9,553,562,685,524
0,12,590,557,606,577
0,1,651,578,611,601
1,51,468,490,554,465
1,10,548,518,580,514
1,5,629,584,601,601
0,11,503,549,536,499
0,7,590,526,565,551
1,8,540,523,562,577
0,13,548,529,543,551
0,18,571,567,577,577
0,0,571,572,618,577
0,18,553,601,565,577
0,26,530,529,574,536
1,6,540,502,554,577
0,7,579,592,596,577
0,11,475,497,574,493
0,10,629,676,660,601
0,1,558,567,588,524
1,10,434,461,521,390
1,2,430,458,517,416
0,2,514,562,592,536
0,7,477,484,517,451
1,9,571,584,551,551
1,6,474,479,541,470
0,6,509,488,534,551
0,16,590,518,580,577
0,3,530,505,574,514
0,16,450,493,577,456
1,0,553,572,577,536
1,8,482,538,601,451
0,4,495,526,551,499
0,1,571,562,645,551
1,7,490,472,541,499
1,2,478,477,536,486
1,25,483,477,506,499
0,2,494,502,592,486
1,2,426,474,529,436
1,0,516,505,536,524
0,11,519,545,565,499
1,0,488,488,519,493
0,0,579,572,551,577
1,0,629,557,577,601
0,1,571,572,574,551
1,6,488,512,536,499
0,1,509,542,529,506
0,2,571,557,606,577
1,3,441,468,506,451
1,7,438,444,506,410
0,2,651,572,625,601
0,1,524,512,588,514
1,3,503,497,529,536
1,3,499,542,541,486
0,7,482,500,580,475
0,3,487,535,559,460
0,7,629,567,611,577
0,6,490,538,543,493
0,12,629,567,634,601
0,7,507,529,541,506
0,14,536,557,606,514
1,3,423,463,506,397
0,3,604,612,625,601
0,9,651,592,580,601
1,20,477,538,584,465
0,0,540,553,618,524
0,6,540,512,536,514
1,14,412,474,526,359
0,4,604,601,625,601
0,13,629,627,592,601
0,2,579,578,571,577
0,13,505,488,568,493
0,8,533,578,562,551
1,6,457,502,541,465
1,1,544,532,541,551
1,2,480,474,541,481
0,0,501,526,546,524
0,8,536,518,559,536
1,8,485,505,601,481
0,3,485,520,562,475
1,3,629,578,601,601
0,16,459,484,512,446
1,2,651,572,618,601
0,25,651,562,618,601
1,0,477,490,534,470
0,18,558,502,551,524
1,15,530,510,574,551
1,8,558,529,562,551
0,20,519,510,546,514
1,3,512,490,577,514
1,4,463,490,521,470
0,11,516,520,588,514
1,1,536,557,548,524
0,2,540,553,588,524
0,7,527,549,625,514
1,4,509,532,588,514
0,8,521,495,577,536
0,4,571,553,592,601
0,11,533,479,551,536
0,2,540,578,634,577
0,1,478,510,534,486
0,10,533,578,584,524
1,5,590,542,571,551
0,3,579,601,606,551
0,4,485,538,584,493
1,7,487,520,551,475
1,1,503,481,536,506
1,4,477,538,551,475
0,9,604,567,592,577
0,7,480,526,571,493
1,16,469,486,519,486
1,5,558,510,551,577
1,31,439,444,517,436
1,10,540,549,565,577
1,4,553,529,601,536
1,1,474,474,562,460
1,15,447,468,580,446
0,6,629,612,606,577
1,4,434,523,538,416
1,1,651,553,592,601
0,5,629,627,625,601
0,3,651,535,574,601
1,1,530,529,543,524
0,6,629,601,601,601
1,6,590,526,571,551
0,0,501,578,574,486
0,7,540,584,546,514
0,12,509,518,565,506
0,12,488,493,546,506
1,3,451,495,538,421
1,4,488,532,526,514
1,0,431,463,509,410
0,19,579,557,588,577
0,1,524,493,556,536
0,15,416,479,509,421
0,5,519,523,562,514
0,4,447,474,521,426
1,4,485,515,554,524
1,14,480,512,536,481
0,3,629,578,611,601
1,3,453,484,514,465
1,7,475,505,562,475
1,19,448,486,514,441
0,3,651,601,596,601
1,9,553,557,571,601
1,5,488,545,554,481
0,1,451,507,543,470
1,9,530,553,577,551
0,6,524,592,606,506
0,21,564,549,584,551
0,7,494,545,534,536
0,6,494,510,556,499
1,3,558,465,496,390
0,16,629,601,618,601
1,8,536,512,565,551
0,6,465,532,562,475
1,13,544,538,571,524
1,15,548,562,571,551
0,39,497,512,601,499
1,2,514,502,521,524
0,4,564,532,580,577
1,12,477,497,565,481
1,2,494,497,534,493
1,11,516,486,517,577
1,6,445,538,534,416
1,13,548,507,565,577
1,14,505,518,548,524
0,1,571,572,556,601
1,0,501,520,548,514
1,3,553,545,551,536
1,8,434,493,536,426
0,18,503,557,601,499
0,15,507,502,548,514
1,3,553,529,562,577
0,4,564,572,574,551
0,11,571,553,625,551
0,7,519,523,559,465
0,13,651,612,606,601
0,3,475,495,556,470
0,0,571,562,565,551
0,1,604,542,546,601
1,7,471,493,529,456
0,8,445,439,529,426
0,9,579,567,634,601
0,0,514,562,588,514
1,7,487,495,524,481
0,14,451,500,580,431
0,9,507,518,543,514
0,11,505,502,574,486
0,9,471,512,565,475
0,16,536,507,601,514
0,3,494,567,634,493
0,15,459,502,559,470
0,6,533,510,571,551
0,9,548,510,577,551
0,6,514,538,551,536
1,9,428,441,531,410
0,0,651,572,634,601
0,1,512,545,571,506
1,8,494,493,519,493
0,2,527,523,577,499
0,15,590,572,559,551
0,7,544,529,571,577
0,6,651,578,580,601
1,8,553,572,565,551
0,2,590,562,574,577
0,5,604,553,574,601
0,15,488,535,548,470
0,25,503,542,571,486
0,11,579,601,592,601
0,20,488,545,546,481
1,17,629,553,588,601
1,3,445,493,538,431
1,5,475,493,556,460
0,3,501,526,543,506
1,8,448,484,526,456
0,9,590,505,565,601
0,1,558,584,592,601
1,6,495,578,588,506
1,3,514,515,538,524
1,6,482,520,536,486
0,9,499,518,601,486
1,13,469,542,571,416
0,2,516,507,556,524
0,3,604,601,606,577
1,1,488,479,534,506
1,16,483,562,596,475
1,29,558,592,618,577
0,19,540,515,568,551
0,15,474,526,538,470
0,18,590,627,568,577
0,3,651,542,568,601
1,6,651,592,606,601
0,4,485,572,568,486
0,12,548,535,596,551
0,8,439,502,543,446
0,2,487,518,588,499
1,12,487,484,529,486
0,0,604,601,625,551
0,11,530,557,584,577
1,4,482,567,580,470
0,9,536,545,543,577
0,7,571,653,645,536
0,2,494,549,601,499
0,5,530,493,551,524
0,4,524,553,625,514
0,14,544,572,634,514
1,0,477,481,531,460
0,7,516,520,551,524
0,12,480,463,541,475
1,6,471,454,529,456
0,20,564,512,551,577
0,18,629,557,580,601
0,4,564,553,554,577
0,5,571,542,577,536
0,3,558,535,571,536
1,7,524,488,521,524
1,1,521,512,526,551
1,0,503,518,538,506
0,3,604,612,634,577
0,6,521,518,559,536
1,4,564,549,559,524
0,2,651,627,625,601
1,10,453,479,554,436
1,0,590,545,559,551
0,5,558,549,592,536
0,6,604,592,606,577
1,7,571,512,562,577
0,2,527,653,645,551
1,8,651,592,645,601
0,0,651,592,645,601
1,2,571,562,611,601
0,0,558,532,596,524
0,1,629,507,584,577
1,0,571,553,592,577
0,3,540,538,584,577
0,13,651,601,645,601
0,0,564,518,551,601
0,10,503,515,588,486
0,6,512,567,571,506
1,10,540,578,606,514
0,0,579,676,625,577
0,4,490,532,571,493
0,14,495,505,559,486
0,4,548,535,538,577
0,7,524,545,559,524
0,12,590,572,584,601
0,10,524,538,568,514
0,0,579,484,554,601
0,2,651,567,571,601
0,10,651,627,601,601
1,2,527,567,571,524
0,1,533,502,559,551
0,1,494,520,592,475
1,27,497,578,559,506
1,12,509,592,596,506
0,9,492,584,634,506
0,5,558,584,596,524
0,20,536,532,551,577
0,4,651,562,611,601
0,7,524,520,580,577
0,2,524,592,577,536
0,15,482,510,543,506
0,9,501,507,554,524
1,2,483,512,543,499
1,16,516,572,571,536
1,2,448,465,509,431
0,7,509,542,580,481
0,13,604,553,588,601
0,10,544,505,584,577
0,9,519,488,554,514
0,24,558,567,584,577
1,13,438,444,531,421
1,0,536,572,584,524
0,5,501,538,562,493
0,11,485,490,634,470
0,11,530,532,551,514
1,2,536,553,556,524
0,10,564,567,596,524
0,5,544,545,577,577
0,0,530,515,625,524
0,2,460,510,559,456
0,2,548,520,588,536
0,4,629,601,660,601
1,0,487,505,541,493
0,11,571,592,606,577
0,3,495,535,584,514
1,7,495,529,577,524
0,2,571,557,562,536
0,1,533,542,568,524
0,5,571,653,601,551
1,34,475,474,543,465
0,23,483,545,559,456
0,13,514,549,565,524
0,4,540,572,601,524
0,16,521,538,596,524
1,10,590,562,565,601
0,12,579,578,660,577
1,17,540,549,574,536
1,13,604,601,618,577
0,1,509,507,577,493
0,6,514,497,559,493
1,1,540,545,596,536
0,0,499,510,565,486
0,19,431,481,538,410
1,0,477,470,541,456
1,8,604,567,546,577
0,0,604,549,580,577
0,2,490,562,574,481
0,5,590,542,584,551
0,17,579,505,543,577
1,12,474,535,577,446
0,2,521,553,618,536
0,6,651,601,577,601
0,10,527,486,559,499
0,7,651,557,592,601
0,10,553,535,571,536
0,0,492,535,536,536
0,6,507,505,571,481
0,2,571,578,584,551
0,5,514,526,625,514
0,7,558,592,592,524
0,26,540,549,554,524
0,1,519,538,596,499
1,6,434,477,509,410
1,7,485,515,559,493
1,37,438,451,543,416
0,1,579,584,596,551
0,12,590,529,565,551
1,13,553,601,584,551
0,11,590,538,618,551
1,17,571,601,618,577
0,2,553,562,596,536
0,15,651,592,625,601
1,11,527,518,562,536
0,9,651,532,645,601
0,8,480,474,554,475
1,2,447,493,524,436
1,5,442,481,543,431
0,2,553,557,592,577
0,13,477,484,580,499
0,0,564,526,584,524
0,0,579,545,551,551
0,3,579,553,606,577
1,18,590,584,611,551
0,5,629,567,618,601
1,1,536,584,580,514
1,2,521,557,574,493
1,1,488,526,546,514
1,13,579,512,577,551
1,2,494,507,546,514
1,9,495,468,536,499
0,7,548,549,551,524
1,3,438,463,531,416
0,2,571,567,601,551
0,7,483,526,580,460
0,15,492,578,596,481
0,0,501,470,543,499
0,12,533,562,556,524
1,10,459,444,509,441
0,10,512,520,580,499
0,8,462,549,580,456
0,4,507,518,568,514
0,0,579,592,588,577
1,3,540,507,548,524
0,6,509,529,580,506
0,24,590,612,574,577
1,13,480,490,534,481
0,11,524,515,562,514
1,4,423,439,512,421
0,7,629,601,660,577
0,11,544,538,538,536
0,13,579,612,584,551
0,10,604,627,611,601
1,12,495,512,601,524
0,3,533,538,574,499
0,7,487,557,625,499
1,3,544,612,601,514
0,16,524,567,580,514
0,7,651,592,708,601
1,25,533,535,548,536
0,8,564,562,559,601
1,10,460,535,571,460
1,6,454,490,548,436
0,2,477,512,536,481
0,8,530,557,565,506
1,3,544,612,596,499
1,24,604,562,596,601
1,9,544,495,559,551
1,1,495,526,551,481
0,7,454,474,536,470
0,4,468,518,546,475
0,2,456,493,521,451
0,2,524,512,568,514
0,11,471,518,548,465
0,1,558,535,554,577
0,0,540,515,536,493
1,9,456,495,546,465
0,2,472,474,536,465
0,0,453,553,584,441
1,6,490,532,548,506
0,11,509,601,618,514
1,15,466,526,546,470
0,7,495,477,541,506
0,12,469,495,580,470
0,6,533,653,592,514
0,1,604,592,611,551
1,7,438,451,519,446
1,6,533,526,580,506
1,0,527,572,596,514
1,4,512,512,565,499
1,6,445,505,584,426
0,5,553,557,611,551
1,14,466,529,574,451
1,5,460,500,541,441
0,0,629,557,634,601
1,0,564,572,606,536
0,13,536,529,565,577
0,15,590,584,611,577
1,9,564,542,601,551
0,6,558,578,601,551
0,0,516,518,574,499
1,7,540,553,565,499
1,0,501,538,559,493
1,9,495,567,543,514
0,17,629,612,634,601
0,4,590,505,551,577
0,12,488,538,556,524
0,5,521,545,634,514
0,0,548,653,592,577
0,6,590,549,548,601
0,13,492,532,562,524
0,1,487,505,548,493
1,11,521,562,601,601
1,16,466,465,519,451
0,1,497,538,559,506
1,6,477,518,548,506
1,2,540,535,568,536
1,0,499,484,538,506
1,9,483,538,529,460
0,6,512,584,571,551
1,4,519,484,531,514
1,2,478,481,519,475
1,5,456,472,541,416
0,2,579,557,606,601
0,0,485,529,571,499
1,12,533,535,577,524
1,0,579,549,571,577
0,8,483,490,536,460
1,1,454,477,509,431
0,0,465,465,536,465
1,2,459,468,541,456
0,10,590,549,568,577
1,18,445,439,531,410
1,3,579,653,660,577
1,21,475,458,521,481
0,3,558,549,588,551
1,3,540,545,611,514
1,8,478,532,541,486
0,5,488,500,546,506
0,29,456,493,517,456
0,2,629,557,565,577
0,4,564,523,574,551
0,3,553,572,592,601
0,4,571,553,548,577
0,0,544,549,618,577
0,4,460,562,565,456
0,2,553,567,574,514
0,6,482,502,543,475
1,6,553,526,565,524
1,6,512,545,521,475
0,12,571,557,660,536
1,23,530,557,577,524
1,2,533,553,592,524
0,16,426,481,536,426
0,9,448,463,524,426
0,5,544,592,588,536
0,6,472,484,580,465
0,13,629,592,596,601
0,12,536,612,618,493
0,4,503,515,571,506
0,10,540,535,565,536
1,4,466,481,536,475
1,9,590,592,606,577
0,11,571,532,606,551
0,7,494,545,529,475
0,0,590,584,574,601
0,10,629,542,588,601
1,11,544,518,534,536
0,3,579,676,588,601
1,0,579,653,634,601
1,3,474,479,531,475
0,0,490,515,554,481
0,1,536,572,568,506
0,0,516,523,556,499
0,0,533,567,611,506
0,9,503,535,592,499
1,5,454,495,554,465
0,21,512,553,556,514
0,0,497,520,551,475
0,1,533,578,559,524
0,2,629,542,584,577
0,1,651,584,601,601
0,3,651,567,601,601
0,1,651,584,577,601
0,1,540,502,546,551
0,1,604,653,606,601
0,10,480,523,538,486
1,3,483,507,538,493
0,1,571,592,601,536
0,12,579,567,568,601
0,14,564,572,584,601
0,2,524,592,634,551
0,1,509,529,559,536
0,7,507,572,625,506
1,6,472,507,534,446
0,1,519,542,534,506
1,0,501,538,571,514
0,6,501,512,559,493
0,2,533,567,565,486
0,7,524,562,611,551
0,0,629,612,611,577
0,1,512,490,524,486
0,1,571,584,546,577
0,6,519,553,577,536
1,8,564,515,556,551
0,4,604,553,618,551
0,23,487,518,588,465
0,5,553,572,577,524
0,6,533,535,577,493
0,2,527,578,584,514
1,26,548,512,551,551
0,6,507,507,568,514
0,4,558,532,584,536
1,10,579,592,584,577
0,5,571,578,574,577
1,5,482,474,536,481
1,9,436,474,568,410
1,5,482,479,546,481
0,8,453,470,580,426
0,5,553,592,592,577
0,6,629,497,592,601
0,13,509,526,536,499
0,10,544,553,577,536
0,14,503,458,543,499
1,1,466,490,562,470
0,0,492,523,568,486
1,8,463,488,577,481
0,8,521,526,571,514
0,11,590,545,596,551
0,3,629,520,543,601
1,2,604,567,584,577
1,6,495,502,546,499
0,4,579,526,565,536
0,0,604,578,580,601
0,4,651,572,562,601
0,10,472,505,534,486
0,8,505,545,514,551
1,12,544,507,551,551
0,2,507,515,551,506
0,4,604,572,571,601
0,21,490,493,526,486
0,8,519,538,559,524
0,10,530,572,577,514
1,15,579,578,588,524
0,14,548,477,554,506
0,3,590,567,596,601
0,2,512,567,556,524
0,8,590,592,577,536
0,10,544,520,568,551
0,6,590,549,551,601
0,24,604,592,625,551
0,5,651,592,660,601
0,2,604,601,596,577
0,2,604,601,606,601
0,1,558,592,592,577
1,12,519,500,556,499
0,2,629,567,618,601
0,12,553,472,554,577
0,1,509,532,577,499
0,1,651,542,596,601
0,9,553,532,580,577
0,3,548,553,554,577
1,17,558,526,601,536
0,5,629,592,645,601
0,6,629,557,634,577
0,12,540,526,580,536
0,16,579,584,588,577
1,1,499,567,584,486
1,13,430,444,541,404
1,15,454,463,519,426
0,12,483,532,568,456
0,8,571,549,577,577
0,1,629,592,596,601
0,7,629,584,588,577
1,10,441,458,534,446
1,4,442,454,524,421
1,7,509,493,536,524
0,3,540,584,606,506
0,0,460,484,536,451
1,21,558,592,584,514
1,0,472,488,531,465
0,0,579,562,618,536
1,6,472,502,559,446
0,5,501,523,580,486
1,11,521,500,538,506
0,5,463,484,551,436
0,4,540,481,554,524
0,13,604,627,660,601
0,2,604,529,634,577
0,12,485,553,574,465
0,2,527,578,606,506
1,14,629,538,559,577
1,0,540,529,588,514
1,27,466,515,592,431
1,25,579,578,611,577
0,6,501,584,625,506
0,20,536,538,596,514
0,6,571,612,611,536
0,7,480,592,580,481
1,0,530,502,556,524
0,18,490,538,554,499
0,12,533,553,601,524
0,10,544,502,551,601
0,8,558,553,596,524
0,7,579,627,625,551
1,19,492,567,568,506
0,0,503,532,548,486
0,6,564,549,592,551
0,4,564,562,554,524
1,2,447,507,541,421
1,5,475,523,556,499
0,13,487,518,574,524
0,2,478,507,536,470
0,3,487,545,571,475
1,26,497,562,685,514
0,7,530,520,584,506
0,7,521,612,618,499
0,4,483,515,596,470
1,5,527,520,556,536
0,16,530,601,592,514
0,16,558,612,645,524
0,9,579,676,596,551
0,4,604,562,592,601
1,7,439,477,571,416
0,0,571,627,645,536
0,10,492,529,574,499
0,4,514,532,634,506
0,8,553,562,568,506
0,0,434,451,526,404
1,1,482,515,548,460
0,8,474,486,543,446
1,0,483,477,534,475
0,11,553,549,546,551
0,7,533,557,625,514
0,11,501,510,559,486
1,0,507,477,531,514
0,4,488,518,568,493
0,1,509,553,571,524
0,5,512,495,556,506
1,6,438,446,501,436
0,3,571,557,596,577
1,3,604,553,588,551
1,2,629,578,645,577
0,1,514,557,596,506
1,3,494,520,556,506
1,0,471,535,565,441
1,4,519,567,541,499
0,2,544,532,660,524
0,0,527,512,554,506
0,1,564,627,634,551
0,24,604,557,596,577
0,8,651,653,611,601
0,7,521,518,556,514
0,5,571,562,588,551
0,13,490,545,577,456
0,9,629,627,606,601
1,9,530,601,580,514
1,2,454,497,568,451
0,17,558,526,568,524
1,0,519,488,546,514
1,3,503,542,551,486
0,2,527,538,568,577
1,3,544,601,611,536
1,26,482,515,568,475
1,13,459,470,562,456
0,7,468,486,546,475
0,6,468,515,568,493
0,8,548,567,577,551
1,25,454,479,509,451
1,4,527,518,580,524
0,10,536,557,577,536
0,5,558,584,625,601
0,10,553,572,584,601
1,3,604,545,601,577
0,4,499,542,568,493
1,10,509,549,568,481
1,11,472,486,554,460
1,5,469,490,543,470
1,4,454,557,584,451
0,7,530,567,592,506
1,15,457,505,601,456
0,2,564,592,554,551
0,7,497,523,611,493
0,3,503,515,562,470
1,8,507,535,562,493
0,4,651,562,601,601
1,14,540,535,556,536
1,1,469,486,536,460
0,14,469,502,568,460
1,1,579,601,568,551
1,25,505,542,559,499
0,9,571,545,584,577
1,1,478,512,517,470
0,12,544,535,596,577
0,8,564,572,611,551
1,2,579,553,611,551
0,1,488,549,526,524
1,5,480,518,559,481
0,12,512,557,562,514
0,32,590,601,611,601
0,22,490,523,568,493
0,12,482,520,574,475
0,6,482,572,571,486
0,9,478,484,562,465
1,7,558,505,541,577
0,3,590,592,592,601
0,3,516,567,606,506
1,10,530,592,596,577
0,5,480,529,568,465
0,10,604,612,580,601
0,5,442,512,546,421
0,4,478,518,554,465
0,12,564,562,580,514
0,3,558,627,588,551
0,6,629,578,577,577
1,8,530,538,588,514
0,7,651,584,580,601
1,3,509,584,588,514
1,4,558,572,574,524
0,2,475,497,551,470
1,11,497,474,526,486
1,1,490,520,521,499
1,9,651,557,580,601
0,4,497,529,512,481
0,3,524,535,512,486
0,8,480,490,568,481
1,10,527,572,554,506
1,10,459,538,556,441
0,2,527,535,565,536
0,8,651,612,685,601
0,6,558,572,559,601
1,4,487,479,559,481
0,1,536,532,554,524
0,2,590,562,588,536
0,2,564,653,606,577
0,0,571,557,577,524
0,2,521,542,584,551
0,9,483,484,529,514
0,4,553,549,568,577
0,7,533,545,565,514
0,2,604,601,645,577
0,8,579,584,559,577
0,2,579,545,606,601
1,10,558,557,562,577
0,2,604,578,625,577
0,10,477,518,606,481
0,11,604,578,601,601
0,5,553,515,571,577
0,8,558,549,645,524
0,0,604,601,611,601
1,7,544,572,584,551
1,0,447,502,543,451
0,5,536,553,618,551
0,2,456,518,556,470
0,8,519,553,601,493
0,10,536,601,606,506
0,7,604,578,634,551
0,8,629,572,601,601
0,10,629,572,588,601
1,4,475,495,546,481
0,3,519,562,565,514
0,20,492,479,577,506
1,8,492,529,541,481
0,3,548,584,580,551
0,3,509,520,556,551
0,10,604,526,574,577
1,9,483,497,562,486
0,5,571,518,596,536
1,6,604,545,562,601
0,2,521,495,571,536
1,5,519,532,562,514
0,3,564,542,601,577
0,1,651,578,611,601
0,15,579,545,596,601
0,14,507,526,565,506
0,4,604,553,565,601
0,4,548,542,601,536
1,0,482,479,529,514
0,0,590,515,574,577
0,0,533,500,571,551
0,14,604,592,596,577
0,9,564,592,611,551
0,13,533,553,584,536
1,2,553,567,611,514
0,14,564,490,559,577
1,17,487,481,554,475
0,11,524,542,577,514
1,2,544,535,580,524
1,5,451,486,574,426
0,8,558,557,565,506
1,1,544,592,565,536
0,2,553,553,596,551
0,4,651,584,685,601
1,1,509,545,577,493
0,3,651,601,611,601
1,0,544,515,536,536
0,6,651,601,660,601
1,15,436,456,546,426
0,3,604,553,625,601
0,3,571,562,562,536
0,1,521,572,543,524
1,1,475,518,577,481
1,1,536,510,577,514
0,8,505,488,524,524
0,2,579,627,606,577
1,3,471,520,543,470
1,2,501,578,580,536
1,3,471,572,565,465
0,6,495,538,577,524
0,2,553,510,601,536
0,0,544,562,574,601
0,0,524,515,562,536
1,9,544,520,559,536
1,3,497,497,524,551
1,9,604,562,531,601
0,11,564,549,574,536
0,0,548,578,562,536
1,6,540,542,592,524
1,1,533,545,588,536
0,14,478,505,559,486
1,4,453,510,534,441
0,4,509,535,568,499
0,3,527,486,580,524
1,2,604,562,551,577
1,7,505,535,577,506
0,13,651,653,588,601
0,14,548,612,601,577
0,2,536,532,625,506
1,6,604,584,588,551
1,7,509,529,606,506
1,5,521,486,565,514
0,1,527,532,538,536
1,6,447,436,498,421
1,5,480,507,534,493
0,4,579,529,592,536
0,9,590,612,625,577
0,8,497,592,588,465
1,3,505,553,625,514
0,7,651,612,634,601
0,4,536,549,574,499
1,0,483,500,514,481
0,4,558,572,611,536
1,3,488,512,571,493
1,4,499,545,534,499
0,9,604,627,577,601
1,14,436,474,519,416
0,7,495,529,584,499
1,8,495,488,556,486
0,0,471,484,517,465
0,0,530,549,565,506
1,15,503,505,562,499
0,7,571,545,574,577
0,9,530,549,568,493
1,13,548,526,601,551
1,2,558,542,559,536
0,10,530,601,580,551
1,6,558,567,554,536
0,2,530,567,596,506
1,11,450,474,543,441
0,1,514,532,548,506
0,10,521,507,551,551
0,2,651,584,634,601
0,15,421,441,538,397
1,7,564,567,574,577
0,5,629,553,588,601
0,1,494,497,534,481
0,1,505,502,546,506
1,2,490,526,551,470
1,5,527,535,551,506
0,13,558,518,538,577
1,18,553,572,601,536
0,8,558,549,562,551
1,10,536,584,618,506
1,11,462,523,536,460
0,15,527,567,580,524
1,10,466,520,538,481
0,2,579,562,596,551
0,12,492,532,596,481
1,20,474,493,521,421
1,8,477,451,536,460
1,5,480,479,506,446
1,1,463,479,514,470
1,15,447,481,551,426
0,10,527,520,541,524
0,3,564,553,562,551
1,16,426,470,517,397
1,21,442,484,536,436
0,3,444,500,534,421
1,9,487,470,531,499
0,0,571,601,601,601
1,6,507,523,541,506
1,1,454,523,538,446
1,0,548,557,584,577
1,8,451,433,517,431
1,1,533,510,574,524
1,8,521,584,562,551
1,3,579,601,625,577
1,5,497,505,534,493
0,11,629,592,596,601
0,15,477,484,529,481
0,16,521,545,611,506
0,11,604,653,596,577
1,5,472,479,531,470
1,3,454,486,565,436
0,8,651,592,625,601
0,11,604,653,618,601
0,7,485,515,554,475
0,5,459,520,554,446
1,1,503,484,565,524
1,9,629,601,611,601
0,3,509,505,546,514
1,3,536,557,588,536
0,11,519,512,574,514
1,8,553,562,606,536
0,3,548,510,529,551
0,1,651,553,606,601
0,28,514,507,580,514
1,14,482,526,568,475
0,5,579,567,625,551
0,5,519,526,517,460
0,5,590,572,584,536
1,4,488,479,554,475
1,4,521,518,546,499
1,6,604,584,565,601
0,8,524,545,554,514
1,8,571,518,565,601
0,2,564,572,611,601
0,4,471,507,562,460
0,3,533,538,559,514
0,6,507,488,574,536
0,12,651,562,574,601
1,0,478,484,529,486
1,20,444,465,538,441
0,0,483,529,556,475
1,6,553,515,562,601
0,3,629,601,685,577
0,6,590,549,592,601
1,6,509,578,580,475
0,3,604,542,556,601
0,4,629,584,543,601
0,1,590,592,625,577
1,7,456,488,568,451
1,2,553,545,580,536
1,11,469,474,543,460
1,0,540,515,534,514
0,10,553,515,551,524
0,0,571,612,588,551
0,9,519,549,568,493
0,13,519,526,584,499
0,11,438,507,538,426
0,7,536,532,546,536
1,1,571,612,618,601
0,18,487,512,556,470
0,3,590,542,577,601
0,9,497,535,568,524
0,15,516,535,601,506
0,7,571,557,577,577
0,2,553,557,580,536
0,5,436,486,524,436
0,5,451,479,580,441
0,8,488,505,588,499
0,8,604,529,546,577
1,10,445,436,543,456
1,11,499,512,534,486
1,0,524,562,601,493
1,8,519,518,543,506
0,11,604,553,618,601
0,2,564,612,588,551
0,14,571,572,625,551
0,2,604,592,606,601
0,6,459,477,524,481
0,4,524,512,556,524
1,23,492,526,534,486
0,4,571,557,625,551
0,6,540,549,554,524
1,0,475,532,531,499
0,7,590,520,551,577
0,12,604,549,660,577
0,7,604,567,611,601
0,0,494,518,588,475
1,2,536,542,577,551
0,0,590,545,592,577
0,11,553,553,625,601
0,4,571,535,588,577
0,5,487,553,606,470
0,24,590,592,611,577
0,7,487,490,526,486
0,5,571,601,577,551
1,18,507,584,596,493
0,16,512,523,568,514
0,0,459,495,529,426
1,6,474,507,521,475
1,7,558,545,536,551
1,13,512,493,521,499
0,1,516,502,568,486
0,18,544,510,534,577
1,11,579,562,601,601
0,1,544,515,601,577
1,2,494,474,554,499
0,5,527,553,565,524
1,5,544,518,536,524
0,7,579,532,611,551
0,5,536,553,588,514
0,9,512,502,548,506
1,7,548,490,554,524
0,13,519,572,611,524
0,6,629,532,592,601
0,0,651,653,645,601
0,16,505,505,584,506
0,0,590,549,611,551
0,9,469,505,588,465
1,7,497,488,543,493
0,7,604,584,601,577
0,0,530,500,551,524
1,13,466,481,562,465
0,4,533,542,611,536
0,9,521,592,645,506
1,3,558,601,574,551
1,15,459,497,524,456
1,5,651,567,551,601
1,4,490,510,526,499
1,4,527,512,538,514
0,4,548,538,571,551
0,1,564,542,538,524
1,4,441,502,577,441
1,9,465,495,577,451
