Adjusted Grade,New?,Other Location Code in LCGMS,School Name,SED Code,Location Code,District,Latitude,Longitude,Address (Full),City,Zip,Grades,Grade Low,Grade High,Community School?,Economic Need Index,School Income Estimate,Percent ELL,Percent Asian,Percent Black,Percent Hispanic,Percent Black / Hispanic,Percent White,Student Attendance Rate,Percent of Students Chronically Absent,Rigorous Instruction %,Rigorous Instruction Rating,Collaborative Teachers %,Collaborative Teachers Rating,Supportive Environment %,Supportive Environment Rating,Effective School Leadership %,Effective School Leadership Rating,Strong Family-Community Ties %,Strong Family-Community Ties Rating,Trust %,Trust Rating,Student Achievement Rating,Average ELA Proficiency,Average Math Proficiency,Grade 3 ELA - All Students Tested,Grade 3 ELA 4s - All Students,Grade 3 ELA 4s - American Indian or Alaska Native,Grade 3 ELA 4s - Black or African American,Grade 3 ELA 4s - Hispanic or Latino,Grade 3 ELA 4s - Asian or Pacific Islander,Grade 3 ELA 4s - White,Grade 3 ELA 4s - Multiracial,Grade 3 ELA 4s - Limited English Proficient,Grade 3 ELA 4s - Economically Disadvantaged,Grade 3 Math - All Students tested,Grade 3 Math 4s - All Students,Grade 3 Math 4s - American Indian or Alaska Native,Grade 3 Math 4s - Black or African American,Grade 3 Math 4s - Hispanic or Latino,Grade 3 Math 4s - Asian or Pacific Islander,Grade 3 Math 4s - White,Grade 3 Math 4s - Multiracial,Grade 3 Math 4s - Limited English Proficient,Grade 3 Math 4s - Economically Disadvantaged,Grade 4 ELA - All Students Tested,Grade 4 ELA 4s - All Students,Grade 4 ELA 4s - American Indian or Alaska Native,Grade 4 ELA 4s - Black or African American,Grade 4 ELA 4s - Hispanic or Latino,Grade 4 ELA 4s - Asian or Pacific Islander,Grade 4 ELA 4s - White,Grade 4 ELA 4s - Multiracial,Grade 4 ELA 4s - Limited English Proficient,Grade 4 ELA 4s - Economically Disadvantaged,Grade 4 Math - All Students Tested,Grade 4 Math 4s - All Students,Grade 4 Math 4s - American Indian or Alaska Native,Grade 4 Math 4s - Black or African American,Grade 4 Math 4s - Hispanic or Latino,Grade 4 Math 4s - Asian or Pacific Islander,Grade 4 Math 4s - White,Grade 4 Math 4s - Multiracial,Grade 4 Math 4s - Limited English Proficient,Grade 4 Math 4s - Economically Disadvantaged,Grade 5 ELA - All Students Tested,Grade 5 ELA 4s - All Students,Grade 5 ELA 4s - American Indian or Alaska Native,Grade 5 ELA 4s - Black or African American,Grade 5 ELA 4s - Hispanic or Latino,Grade 5 ELA 4s - Asian or Pacific Islander,Grade 5 ELA 4s - White,Grade 5 ELA 4s - Multiracial,Grade 5 ELA 4s - Limited English Proficient,Grade 5 ELA 4s - Economically Disadvantaged,Grade 5 Math - All Students Tested,Grade 5 Math 4s - All Students,Grade 5 Math 4s - American Indian or Alaska Native,Grade 5 Math 4s - Black or African American,Grade 5 Math 4s - Hispanic or Latino,Grade 5 Math 4s - Asian or Pacific Islander,Grade 5 Math 4s - White,Grade 5 Math 4s - Multiracial,Grade 5 Math 4s - Limited English Proficient,Grade 5 Math 4s - Economically Disadvantaged,Grade 6 ELA - All Students Tested,Grade 6 ELA 4s - All Students,Grade 6 ELA 4s - American Indian or Alaska Native,Grade 6 ELA 4s - Black or African American,Grade 6 ELA 4s - Hispanic or Latino,Grade 6 ELA 4s - Asian or Pacific Islander,Grade 6 ELA 4s - White,Grade 6 ELA 4s - Multiracial,Grade 6 ELA 4s - Limited English Proficient,Grade 6 ELA 4s - Economically Disadvantaged,Grade 6 Math - All Students Tested,Grade 6 Math 4s - All Students,Grade 6 Math 4s - American Indian or Alaska Native,Grade 6 Math 4s - Black or African American,Grade 6 Math 4s - Hispanic or Latino,Grade 6 Math 4s - Asian or Pacific Islander,Grade 6 Math 4s - White,Grade 6 Math 4s - Multiracial,Grade 6 Math 4s - Limited English Proficient,Grade 6 Math 4s - Economically Disadvantaged,Grade 7 ELA - All Students Tested,Grade 7 ELA 4s - All Students,Grade 7 ELA 4s - American Indian or Alaska Native,Grade 7 ELA 4s - Black or African American,Grade 7 ELA 4s - Hispanic or Latino,Grade 7 ELA 4s - Asian or Pacific Islander,Grade 7 ELA 4s - White,Grade 7 ELA 4s - Multiracial,Grade 7 ELA 4s - Limited English Proficient,Grade 7 ELA 4s - Economically Disadvantaged,Grade 7 Math - All Students Tested,Grade 7 Math 4s - All Students,Grade 7 Math 4s - American Indian or Alaska Native,Grade 7 Math 4s - Black or African American,Grade 7 Math 4s - Hispanic or Latino,Grade 7 Math 4s - Asian or Pacific Islander,Grade 7 Math 4s - White,Grade 7 Math 4s - Multiracial,Grade 7 Math 4s - Limited English Proficient,Grade 7 Math 4s - Economically Disadvantaged,Grade 8 ELA - All Students Tested,Grade 8 ELA 4s - All Students,Grade 8 ELA 4s - American Indian or Alaska Native,Grade 8 ELA 4s - Black or African American,Grade 8 ELA 4s - Hispanic or Latino,Grade 8 ELA 4s - Asian or Pacific Islander,Grade 8 ELA 4s - White,Grade 8 ELA 4s - Multiracial,Grade 8 ELA 4s - Limited English Proficient,Grade 8 ELA 4s - Economically Disadvantaged,Grade 8 Math - All Students Tested,Grade 8 Math 4s - All Students,Grade 8 Math 4s - American Indian or Alaska Native,Grade 8 Math 4s - Black or African American,Grade 8 Math 4s - Hispanic or Latino,Grade 8 Math 4s - Asian or Pacific Islander,Grade 8 Math 4s - White,Grade 8 Math 4s - Multiracial,Grade 8 Math 4s - Limited English Proficient,Grade 8 Math 4s - Economically Disadvantaged
,,,CHANNEL VIEW SCHOOL FOR RESEARCH,3.427E+11,27Q262,27,40.586666,-73.823435,"100-00 BEACH CHANNEL DR ROCKAWAY PARK, NY 11694",ROCKAWAY PARK,11694,"06,07,08,09,10,11,12",6,12,No,0.551,N/A,2%,7%,49%,28%,78%,13%,95%,14%,94%,Exceeding Target,96%,Exceeding Target,88%,Meeting Target,90%,Exceeding Target,77%,Meeting Target,94%,Exceeding Target,Approaching Target,2.63,2.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,6,0,1,2,0,2,0,0,4,86,2,0,0,0,0,1,0,0,0,81,1,0,1,0,0,0,0,0,1,82,1,0,0,0,0,0,0,0,1,57,10,0,7,3,0,0,0,0,8,58,1,0,1,0,0,0,0,0,1
,,,P.S. 273,3.427E+11,27Q273,27,40.693524,-73.844578,"88-07 102ND ST RICHMOND HILL, NY 11418",RICHMOND HILL,11418,"0K,01,02,03,04,05",0K,5,No,0.622,"$61,077.40 ",11%,16%,9%,68%,77%,4%,94%,18%,93%,Meeting Target,91%,Exceeding Target,96%,Exceeding Target,90%,Exceeding Target,88%,Meeting Target,95%,Exceeding Target,N/A,2.56,2.78,69,9,0,0,5,3,0,0,0,0,74,22,0,0,13,6,0,0,1,0,54,4,0,0,3,0,0,0,0,0,58,10,0,0,6,0,0,0,1,0,47,2,0,0,1,0,0,0,0,0,48,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,KNOWLEDGE AND POWER PREPARATORY ACADEMY VI,3.427E+11,27Q282,27,40.601532,-73.763979,"8-21 BAY 25TH ST FAR ROCKAWAY, NY 11691",FAR ROCKAWAY,11691,"06,07,08",6,8,No,0.599,N/A,7%,5%,57%,35%,92%,3%,98%,1%,78%,Meeting Target,74%,Meeting Target,87%,Exceeding Target,66%,Approaching Target,83%,Meeting Target,84%,Meeting Target,Meeting Target,2.64,2.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,3,0,1,2,0,0,0,0,3,85,7,0,1,4,0,0,0,1,7,86,10,0,6,4,0,0,0,0,5,85,4,0,2,2,0,0,0,0,2,87,3,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
,,,HAWTREE CREEK MIDDLE SCHOOL,3.427E+11,27Q297,27,40.675063,-73.816692,"121-10 ROCKAWAY BLVD SOUTH OZONE PARK, NY 11420",SOUTH OZONE PARK,11420,"06,07,08",6,8,No,0.495,N/A,4%,24%,45%,21%,66%,2%,95%,11%,90%,Exceeding Target,95%,Exceeding Target,95%,Exceeding Target,91%,Exceeding Target,85%,Exceeding Target,97%,Exceeding Target,Meeting Target,2.48,2.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,7,0,1,1,3,0,0,0,7,109,8,0,0,2,4,0,0,0,8,150,13,0,3,2,5,0,0,0,11,150,5,0,1,0,3,0,0,0,4,94,4,0,1,0,0,0,0,0,3,95,2,0,1,1,0,0,0,0,1
,,,NEW YORK CITY ACADEMY FOR DISCOVERY,3.427E+11,27Q306,27,40.69146,-73.848566,"95-16 89TH AVE WOODHAVEN, NY 11421",WOODHAVEN,11421,"PK,0K,01,02,03,04,05",PK,5,No,0.595,"$63,762.87 ",13%,16%,5%,69%,74%,4%,94%,15%,91%,Meeting Target,86%,Exceeding Target,91%,Meeting Target,77%,Approaching Target,86%,Meeting Target,79%,Approaching Target,Approaching Target,2.43,2.72,72,0,0,0,0,0,0,0,0,0,73,7,0,0,3,1,1,0,1,5,56,13,0,0,8,0,0,0,0,0,59,10,0,0,5,0,0,0,1,10,79,10,0,0,6,2,0,0,0,9,80,11,0,0,7,2,1,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,ACADEMY OF MEDICAL TECHNOLOGY: A COLLEGE BOARD SCHOOL,3.427E+11,27Q309,27,40.601532,-73.763979,"8-21 BAY 25TH ST FAR ROCKAWAY, NY 11691",FAR ROCKAWAY,11691,"06,07,08,09,10,11,12",6,12,No,0.667,N/A,13%,8%,43%,42%,85%,4%,93%,20%,79%,Meeting Target,85%,Exceeding Target,84%,Meeting Target,78%,Meeting Target,73%,Approaching Target,88%,Meeting Target,Meeting Target,2.29,2.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,1,0,0,1,0,0,0,0,1,68,0,0,0,0,0,0,0,0,0,70,2,0,1,1,0,0,0,0,2,69,0,0,0,0,0,0,0,0,0,70,3,0,1,1,0,0,0,0,3,41,0,0,0,0,0,0,0,0,0
,,,WATERSIDE CHILDREN'S STUDIO SCHOOL,3.427E+11,27Q317,27,40.579602,-73.831079,"1-90 BEACH 110TH ST ROCKAWAY PARK, NY 11694",ROCKAWAY PARK,11694,"PK,0K,01,02,03,04,05",PK,5,No,0.666,"$54,751.44 ",10%,4%,24%,46%,70%,22%,94%,17%,92%,Meeting Target,97%,Exceeding Target,94%,Exceeding Target,95%,Exceeding Target,89%,Exceeding Target,97%,Exceeding Target,Meeting Target,2.4,2.51,71,5,0,1,1,0,0,0,0,3,71,8,0,2,2,0,0,0,0,5,79,11,0,3,3,0,0,0,0,10,80,12,0,1,7,0,0,0,1,11,63,2,0,1,0,0,0,0,0,2,64,5,0,1,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,WATERSIDE SCHOOL FOR LEADERSHIP,3.427E+11,27Q318,27,40.579602,-73.831079,"1-90 BEACH 110TH ST ROCKAWAY PARK, NY 11694",ROCKAWAY PARK,11694,"06,07,08",6,8,No,0.755,N/A,9%,2%,55%,34%,88%,8%,93%,26%,94%,Exceeding Target,89%,Exceeding Target,92%,Exceeding Target,90%,Exceeding Target,89%,Exceeding Target,90%,Meeting Target,Exceeding Target,2.3,2.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,1,0,0,1,0,0,0,0,1,71,3,0,0,2,0,0,0,0,2,71,3,0,2,1,0,0,0,0,2,72,1,0,0,1,0,0,0,0,1,64,2,0,1,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0
,,,VILLAGE ACADEMY,3.427E+11,27Q319,27,40.603951,-73.749868,"10-45 NAMEOKE ST FAR ROCKAWAY, NY 11691",FAR ROCKAWAY,11691,"06,07,08",6,8,No,0.75,N/A,19%,1%,64%,33%,97%,1%,93%,26%,95%,Exceeding Target,95%,Exceeding Target,92%,Meeting Target,94%,Exceeding Target,86%,Exceeding Target,96%,Exceeding Target,Meeting Target,2.16,2.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,5,0,2,0,0,0,0,0,4,107,2,0,1,0,0,0,0,0,2,92,1,0,1,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,110,5,0,4,0,0,0,0,0,3,86,1,0,0,0,0,0,0,0,1
,,,SCHOLARS' ACADEMY,3.427E+11,27Q323,27,40.58445,-73.82517,"320 BEACH 104TH ST ROCKAWAY PARK, NY 11694",ROCKAWAY PARK,11694,"06,07,08,09,10,11,12",6,12,No,0.403,N/A,0%,21%,19%,18%,37%,41%,97%,5%,93%,Exceeding Target,96%,Exceeding Target,92%,Exceeding Target,93%,Exceeding Target,79%,Meeting Target,95%,Exceeding Target,Exceeding Target,3.7,3.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,127,0,22,19,36,46,0,0,51,228,145,0,17,19,42,62,0,0,60,261,149,0,20,0,38,71,0,0,63,261,129,0,14,0,38,61,0,0,51,243,156,0,21,29,41,65,0,0,64,0,0,0,0,0,0,0,0,0,0
,,,GOLDIE MAPLE ACADEMY,3.427E+11,27Q333,27,40.591349,-73.786189,"3-65 BEACH 56TH ST ARVERNE, NY 11692",ARVERNE,11692,"PK,0K,01,02,03,04,05,06,07,08",PK,8,No,0.744,"$40,849.62 ",0%,4%,70%,18%,88%,3%,96%,7%,94%,Meeting Target,87%,Meeting Target,87%,Exceeding Target,83%,Meeting Target,81%,Approaching Target,86%,Approaching Target,Meeting Target,2.57,2.62,49,1,0,0,0,0,0,0,0,1,47,3,0,2,0,0,0,0,0,2,44,3,0,1,1,0,0,0,0,2,43,2,0,1,1,0,0,0,0,1,45,5,0,3,0,0,0,0,0,3,45,4,0,1,0,0,0,0,0,2,36,6,0,4,0,0,0,0,0,6,35,1,0,1,0,0,0,0,0,1,43,1,0,1,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,43,6,0,6,0,0,0,0,0,4,43,0,0,0,0,0,0,0,0,0
,,,WAVE PREPARATORY ELEMENTARY SCHOOL,3.427E+11,27Q362,27,40.599704,-73.758355,"535 BRIAR PL FAR ROCKAWAY, NY 11691",FAR ROCKAWAY,11691,"PK,0K,01,02,03,04,05",PK,5,No,0.724,"$54,554.87 ",20%,1%,42%,54%,96%,1%,94%,20%,97%,Exceeding Target,97%,Exceeding Target,97%,Meeting Target,95%,Exceeding Target,88%,Meeting Target,96%,Exceeding Target,N/A,2.34,2.4,91,1,0,0,0,0,0,0,0,1,92,13,0,0,11,0,0,0,5,12,81,10,0,0,9,0,0,0,1,10,81,10,0,0,9,0,0,0,0,9,66,1,0,0,0,0,0,0,0,0,68,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,J.H.S. 008 RICHARD S. GROSSLEY,3.428E+11,28Q008,28,40.696913,-73.786396,"108-35 167TH ST JAMAICA, NY 11433",JAMAICA,11433,"06,07,08",6,8,Yes,0.694,N/A,13%,12%,55%,21%,77%,1%,90%,36%,88%,Approaching Target,90%,Approaching Target,83%,Approaching Target,74%,Approaching Target,75%,Approaching Target,87%,Meeting Target,Meeting Target,2.21,2.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,3,1,2,0,0,0,0,0,2,89,1,0,1,0,0,0,0,0,1,117,1,1,0,0,0,0,0,0,1,119,4,0,0,1,3,0,0,0,4,116,2,0,1,0,1,0,0,0,1,119,3,0,1,0,1,0,0,0,3
,,,P.S. 040 SAMUEL HUNTINGTON,3.428E+11,28Q040,28,40.693996,-73.790818,"109-20 UNION HALL ST JAMAICA, NY 11433",JAMAICA,11433,"PK,0K,01,02,03,04,05,06",PK,6,No,0.813,"$45,600.71 ",5%,11%,59%,23%,82%,5%,91%,33%,96%,Meeting Target,91%,Meeting Target,88%,Meeting Target,89%,Exceeding Target,88%,Meeting Target,91%,Meeting Target,Approaching Target,2.26,2.38,102,2,0,1,0,0,0,0,0,1,102,7,0,2,2,2,0,0,0,6,78,9,0,2,4,1,0,0,0,0,78,12,0,4,2,1,0,0,0,0,89,4,0,0,1,0,0,0,0,4,89,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,P.S. 048 WILLIAM WORDSWORTH,3.428E+11,28Q048,28,40.693571,-73.796189,"108-29 155TH ST JAMAICA, NY 11433",JAMAICA,11433,"PK,0K,01,02,03,04,05",PK,5,No,0.775,"$43,937.09 ",7%,13%,65%,17%,82%,1%,93%,27%,92%,Meeting Target,91%,Meeting Target,92%,Meeting Target,86%,Meeting Target,87%,Meeting Target,94%,Meeting Target,Exceeding Target,2.53,2.53,70,13,0,7,1,4,0,0,0,11,74,32,0,16,5,8,0,0,0,30,83,9,0,6,0,2,0,0,0,8,87,3,0,2,0,1,0,0,0,0,69,7,0,2,3,2,0,0,0,6,72,7,0,4,1,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,P.S. 050 TALFOURD LAWN ELEMENTARY SCHOOL,3.428E+11,28Q050,28,40.694854,-73.806837,"143-26 101ST AVE JAMAICA, NY 11435",JAMAICA,11435,"PK,0K,01,02,03,04,05,06",PK,6,No,0.671,"$47,310.72 ",14%,19%,22%,45%,67%,2%,93%,24%,93%,Meeting Target,84%,Meeting Target,90%,Meeting Target,80%,Meeting Target,84%,Meeting Target,89%,Meeting Target,Meeting Target,2.55,2.76,93,8,0,3,3,2,0,0,0,6,94,26,0,5,11,8,0,0,0,23,121,28,6,4,9,9,0,0,0,25,125,32,8,3,11,10,0,0,1,31,108,10,4,0,4,0,0,0,0,9,113,16,7,2,4,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,P.S. 054 HILLSIDE,3.428E+11,28Q054,28,40.702681,-73.824185,"86-02 127TH ST RICHMOND HILL, NY 11418",RICHMOND HILL,11418,"0K,01,02,03,04,05",0K,5,No,0.653,"$58,469.02 ",26%,34%,9%,50%,59%,2%,93%,23%,98%,Exceeding Target,94%,Exceeding Target,98%,Meeting Target,85%,Meeting Target,84%,Meeting Target,92%,Meeting Target,Approaching Target,2.35,2.7,97,4,0,1,1,2,0,0,0,2,98,11,0,2,3,6,0,0,0,5,80,5,0,0,1,4,0,0,0,2,81,9,0,1,3,4,0,0,1,4,79,2,0,0,0,2,0,0,0,0,80,6,0,0,1,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,P.S. 055 MAURE,3.428E+11,28Q055,28,40.6936,-73.816147,"131-10 97TH AVE RICHMOND HILL, NY 11418",RICHMOND HILL,11418,"PK,0K,01,02,03,04,05,06",PK,6,No,0.538,"$59,385.59 ",10%,53%,9%,23%,33%,1%,94%,22%,92%,Meeting Target,92%,Meeting Target,96%,Meeting Target,87%,Meeting Target,81%,Approaching Target,96%,Exceeding Target,Meeting Target,2.65,2.84,71,2,0,0,1,0,0,0,0,2,72,6,0,0,4,2,0,0,0,5,74,11,0,3,1,5,0,0,0,10,75,13,0,2,2,7,0,0,0,10,72,4,0,0,0,3,0,0,0,3,72,3,0,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,CATHERINE & COUNT BASIE MIDDLE SCHOOL 72,3.428E+11,28Q072,28,40.675061,-73.77561,"133-25 GUY R BREWER BLVD JAMAICA, NY 11434",JAMAICA,11434,"06,07,08",6,8,No,0.614,N/A,6%,12%,72%,12%,83%,0%,89%,40%,78%,Approaching Target,79%,Approaching Target,73%,Approaching Target,72%,Approaching Target,73%,Approaching Target,82%,Approaching Target,Meeting Target,2.27,2.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,1,0,1,0,0,0,0,0,0,121,2,0,1,1,0,0,0,1,1,175,9,0,5,1,2,0,0,0,5,180,8,0,4,0,4,0,0,0,5,263,9,0,5,0,3,0,0,0,8,266,9,0,6,0,2,0,0,1,7
,,,P.S. 80 THE THURGOOD MARSHALL MAGNET SCHOOL OF MULTIMEDIA AND COMMUNICATION,3.428E+11,28Q080,28,40.673264,-73.769014,"171-05 137TH AVE JAMAICA, NY 11434",JAMAICA,11434,"0K,01,02,03,04,05",0K,5,No,0.555,"$57,296.31 ",2%,2%,86%,9%,94%,1%,94%,22%,90%,Meeting Target,75%,Approaching Target,78%,Approaching Target,67%,Approaching Target,85%,Meeting Target,80%,Approaching Target,Meeting Target,2.26,2.45,85,1,0,0,0,0,0,0,0,1,85,12,0,10,1,0,0,0,0,7,69,3,0,3,0,0,0,0,0,1,68,7,0,7,0,0,0,0,0,4,86,4,0,4,0,0,0,0,0,2,86,3,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,P.S. 082 HAMMOND,3.428E+11,28Q082,28,40.704103,-73.811784,"88-02 144TH ST JAMAICA, NY 11435",JAMAICA,11435,"PK,0K,01,02,03,04,05",PK,5,No,0.713,"$41,107.67 ",30%,27%,6%,64%,70%,2%,94%,17%,86%,Meeting Target,77%,Approaching Target,89%,Meeting Target,61%,Not Meeting Target,78%,Approaching Target,80%,Approaching Target,Approaching Target,2.34,2.42,94,1,0,0,0,1,0,0,0,1,98,6,0,0,2,4,0,0,0,3,104,16,0,0,2,0,0,0,0,4,107,16,0,0,2,0,0,0,0,5,100,2,0,0,1,1,0,0,0,1,101,4,0,0,1,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,P.S. Q086,3.428E+11,28Q086,28,40.709456,-73.803563,"87-41 PARSONS BLVD JAMAICA, NY 11432",JAMAICA,11432,"03,04,05,06",3,6,No,0.691,"$46,500.62 ",32%,50%,9%,34%,42%,4%,94%,18%,92%,Approaching Target,90%,Exceeding Target,96%,Meeting Target,81%,Meeting Target,86%,Meeting Target,93%,Meeting Target,Meeting Target,2.6,2.91,149,4,0,0,0,2,2,0,0,0,157,34,0,2,7,20,5,0,0,14,148,22,0,3,0,19,0,0,0,14,155,32,0,2,3,26,0,0,0,16,71,12,0,0,0,12,0,0,0,6,74,18,0,0,1,17,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,P.S. 099 KEW GARDENS,3.428E+11,28Q099,28,40.711486,-73.827742,"82-37 KEW GARDENS RD KEW GARDENS, NY 11415",KEW GARDENS,11415,"0K,01,02,03,04,05,06",0K,6,No,0.466,"$63,599.76 ",11%,22%,6%,40%,47%,28%,95%,10%,94%,Meeting Target,95%,Exceeding Target,90%,Exceeding Target,89%,Exceeding Target,82%,Approaching Target,94%,Exceeding Target,Exceeding Target,2.8,3.22,123,7,0,0,2,0,5,0,0,0,123,38,0,0,10,9,17,0,0,15,131,44,0,0,8,17,16,0,0,22,130,50,0,0,7,22,17,0,0,26,117,18,0,0,6,3,6,0,0,6,118,23,0,0,6,6,9,0,0,8,74,11,0,0,4,5,2,0,0,7,73,20,0,0,5,7,8,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,P.S. 101 SCHOOL IN THE GARDENS,3.428E+11,28Q101,28,40.715537,-73.843379,"2 RUSSELL PL FOREST HILLS, NY 11375",FOREST HILLS,11375,"PK,0K,01,02,03,04,05,06",PK,6,No,0.168,"$90,778.78 ",5%,28%,3%,15%,18%,45%,96%,9%,96%,Exceeding Target,92%,Exceeding Target,94%,Exceeding Target,89%,Exceeding Target,89%,Meeting Target,94%,Exceeding Target,Meeting Target,3.23,3.54,74,9,0,0,0,2,6,0,0,1,75,32,0,0,2,12,16,0,0,5,99,42,0,0,4,17,20,0,0,1,101,54,0,0,7,23,22,0,0,3,89,33,0,0,0,15,12,0,0,5,87,37,0,0,0,19,13,0,0,8,25,4,0,0,2,0,1,0,0,1,25,9,0,0,2,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
